day,bucket,flow_type,net_qty,price,usd_value
2020-11-09,Top 301-500,INFLOW,2688.94005776375,53.65677541,144279.85277038196
2020-11-09,Top 501-1000,INFLOW,2843.6217733785343,53.65677541,152579.57484515794
2020-11-10,Top 1-100,INFLOW,212376.21448901275,55.02023659,11684989.567274068
2020-11-10,Top 101-200,INFLOW,2001.056305242388,55.02023659,110098.59134434744
2020-11-10,Top 201-300,INFLOW,3142.7618310707408,55.02023659,172915.4994915338
2020-11-10,Top 301-500,INFLOW,5732.886669612593,55.02023659,315424.7809057421
2020-11-10,Top 501-1000,INFLOW,707.0633403836255,55.02023659,38902.79227202278
2020-11-11,Top 1-100,OUTFLOW,-1610.8072273107828,66.90511678,107771.24565329592
2020-11-11,Top 101-200,OUTFLOW,-7146.797874592143,66.90511678,478157.34640264313
2020-11-11,Top 201-300,INFLOW,1625.3243941469418,66.90511678,108742.51839578387
2020-11-11,Top 301-500,OUTFLOW,-1565.778610695531,66.90511678,104758.60080021064
2020-11-11,Top 501-1000,INFLOW,3482.433608286517,66.90511678,232992.62724100624
2020-11-12,Top 1-100,INFLOW,23433.20576922293,54.46728894,1276343.1894227404
2020-11-12,Top 101-200,OUTFLOW,-4765.226203215065,54.46728894,259548.9524749741
2020-11-12,Top 201-300,OUTFLOW,-3134.1875447472657,54.46728894,170710.69859189852
2020-11-12,Top 301-500,INFLOW,330.7780753999982,54.46728894,18016.58500782881
2020-11-12,Top 501-1000,INFLOW,4407.004815856872,54.46728894,240037.6046652477
2020-11-13,Top 1-100,INFLOW,9442.596842796498,51.7050708,488230.1382926494
2020-11-13,Top 101-200,INFLOW,15140.767229661857,51.7050708,782854.4415759861
2020-11-13,Top 201-300,INFLOW,2825.909120194176,51.7050708,146113.8311340056
2020-11-13,Top 301-500,INFLOW,2522.3269915850883,51.7050708,130417.095680658
2020-11-13,Top 501-1000,INFLOW,1379.6130495655252,51.7050708,71332.99040438939
2020-11-14,Top 1-100,INFLOW,8928.783952336009,63.80889401,569735.8288527973
2020-11-14,Top 101-200,INFLOW,3152.4280299600687,63.80889401,201152.9460378752
2020-11-14,Top 201-300,INFLOW,245.6766880595765,63.80889401,15676.357749121347
2020-11-14,Top 301-500,INFLOW,3010.954672241255,63.80889401,192125.6875499565
2020-11-14,Top 501-1000,INFLOW,87.93860737304249,63.80889401,5611.265277253473
2020-11-15,Top 1-100,INFLOW,3114.7582832560875,67.00948011,208718.33322930653
2020-11-15,Top 101-200,INFLOW,1833.365123857946,67.00948011,122852.84380152672
2020-11-15,Top 201-300,INFLOW,666.7970011264133,67.00948011,44681.72038438804
2020-11-15,Top 301-500,INFLOW,1666.9116146379447,67.00948011,111698.88068620932
2020-11-15,Top 501-1000,INFLOW,1503.830007822045,67.00948011,100770.86699797248
2020-11-16,Top 1-100,OUTFLOW,-21323.33678886804,64.10453491,1366922.5875796785
2020-11-16,Top 101-200,INFLOW,7110.07606246742,64.10453491,455788.1191591981
2020-11-16,Top 201-300,INFLOW,5413.076937410492,64.10453491,347002.7795047468
2020-11-16,Top 301-500,INFLOW,2976.0086718176,64.10453491,190775.65179499405
2020-11-16,Top 501-1000,INFLOW,4439.734148384105,64.10453491,284607.09270620794
2020-11-17,Top 1-100,INFLOW,9855.969549030764,72.68257681,716357.2637844495
2020-11-17,Top 101-200,OUTFLOW,-3830.892440972321,72.68257681,278439.1340918191
2020-11-17,Top 201-300,OUTFLOW,-2681.7407846968,72.68257681,194915.83056823484
2020-11-17,Top 301-500,INFLOW,7398.651564451914,72.68257681,537753.060623703
2020-11-17,Top 501-1000,INFLOW,2616.443263471029,72.68257681,190169.8384662401
2020-11-18,Top 1-100,OUTFLOW,-1618.4717650310267,79.58636657,128808.2871749542
2020-11-18,Top 101-200,INFLOW,10081.201688906394,79.58636657,802326.2130794073
2020-11-18,Top 201-300,INFLOW,501.2174464725822,79.58636657,39890.07542624628
2020-11-18,Top 301-500,INFLOW,932.3458903942528,79.58636657,74202.02180295004
2020-11-18,Top 501-1000,INFLOW,727.2514524876883,79.58636657,57879.3006862501
2020-11-19,Top 1-100,INFLOW,15774.243431428848,75.72282592,1194470.2893777902
2020-11-19,Top 101-200,INFLOW,986.2122558297197,75.72282592,74678.77896836438
2020-11-19,Top 201-300,INFLOW,5689.005318193531,75.72282592,430787.559367523
2020-11-19,Top 301-500,INFLOW,4566.696492617415,75.72282592,345803.1635399431
2020-11-19,Top 501-1000,INFLOW,2866.8376505162723,75.72282592,217085.0483509455
2020-11-20,Top 1-100,INFLOW,35798.60937578389,75.82548627,2714446.9637085944
2020-11-20,Top 101-200,OUTFLOW,-10250.830054674818,75.82548627,777274.1735668487
2020-11-20,Top 201-300,INFLOW,1596.3202177144822,75.82548627,121041.75675083288
2020-11-20,Top 301-500,INFLOW,2765.0575725062554,75.82548627,209661.8349998326
2020-11-20,Top 501-1000,INFLOW,3384.990205949451,75.82548627,256668.52838530453
2020-11-21,Top 1-100,INFLOW,17148.161044853987,74.86713357,1283833.663424954
2020-11-21,Top 101-200,OUTFLOW,-4899.385226628525,74.86713357,366802.9281728825
2020-11-21,Top 201-300,INFLOW,659.6634452520248,74.86713357,49387.111266929714
2020-11-21,Top 301-500,OUTFLOW,-2197.917981471239,74.86713357,164551.819094712
2020-11-21,Top 501-1000,OUTFLOW,-1600.514450331245,74.86713357,119825.92913366444
2020-11-22,Top 1-100,INFLOW,28017.99462986604,70.21398583,1967255.07792643
2020-11-22,Top 101-200,OUTFLOW,-7194.653084686756,70.21398583,505165.26973996166
2020-11-22,Top 201-300,OUTFLOW,-3215.1620301225576,70.21398583,225749.34122417928
2020-11-22,Top 301-500,OUTFLOW,-8561.512317071054,70.21398583,601137.9045141975
2020-11-22,Top 501-1000,OUTFLOW,-5415.037970077654,70.21398583,380211.39929994434
2020-11-23,Top 1-100,OUTFLOW,-14711.053659601086,68.94826031,1014301.5571565536
2020-11-23,Top 101-200,INFLOW,1769.8008935660764,68.94826031,122024.69270646444
2020-11-23,Top 201-300,INFLOW,2021.129127527246,68.94826031,139353.33720487173
2020-11-23,Top 301-500,INFLOW,4839.11008726639,68.94826031,333648.22196558985
2020-11-23,Top 501-1000,INFLOW,2392.991492433852,68.94826031,164992.6003399446
2020-11-24,Top 1-100,OUTFLOW,-7177.454550603725,72.10694375,517544.3115485643
2020-11-24,Top 101-200,OUTFLOW,-461.5849309754112,72.10694375,33283.47865369161
2020-11-24,Top 201-300,INFLOW,111.38219786558284,72.10694375,8031.429876244952
2020-11-24,Top 301-500,INFLOW,593.3815486034459,72.10694375,42786.92994743657
2020-11-24,Top 501-1000,INFLOW,2564.780231014512,72.10694375,184938.4638488754
2020-11-25,Top 1-100,OUTFLOW,-1317.2010070760443,66.52957038,87632.81710487256
2020-11-25,Top 101-200,INFLOW,5287.990361920139,66.52957038,351807.7269521276
2020-11-25,Top 201-300,INFLOW,3956.969669432862,66.52957038,263255.49211405887
2020-11-25,Top 301-500,INFLOW,1432.499234152328,66.52957038,95303.5586178334
2020-11-25,Top 501-1000,INFLOW,1984.7880109797936,66.52957038,132047.0936658604
2020-11-26,Top 1-100,OUTFLOW,-25357.17754132693,61.8972206,1569538.812068879
2020-11-26,Top 101-200,INFLOW,4354.147293501424,61.8972206,269509.6155507506
2020-11-26,Top 201-300,INFLOW,3481.1843998229533,61.8972206,215475.63874512
2020-11-26,Top 301-500,INFLOW,5462.443975905137,61.8972206,338110.09979174135
2020-11-26,Top 501-1000,INFLOW,7086.594865304424,61.8972206,438640.5256805752
2020-11-27,Top 1-100,INFLOW,6662.380488128125,64.06180487,426804.1188001593
2020-11-27,Top 101-200,OUTFLOW,-291.34055164943675,64.06180487,18663.80157048437
2020-11-27,Top 201-300,INFLOW,1946.7558105329665,64.06180487,124712.6908639016
2020-11-27,Top 301-500,OUTFLOW,-1416.4556253184564,64.06180487,90740.7038761648
2020-11-27,Top 501-1000,INFLOW,2569.4279467276724,64.06180487,164602.1917507929
2020-11-28,Top 1-100,OUTFLOW,-30789.79608044363,60.94939286,1876619.377386247
2020-11-28,Top 101-200,INFLOW,2209.313867329088,60.94939286,134656.3388508865
2020-11-28,Top 201-300,INFLOW,2454.941701753132,60.94939286,149627.2062285486
2020-11-28,Top 301-500,INFLOW,3472.431381220736,60.94939286,211642.58443341503
2020-11-28,Top 501-1000,INFLOW,2319.2895446619154,60.94939286,141359.28961368962
2020-11-29,Top 1-100,OUTFLOW,-4274.358485178982,63.78184362,272626.4644775059
2020-11-29,Top 101-200,INFLOW,973.887691929498,63.78184362,62116.35247008998
2020-11-29,Top 201-300,INFLOW,4438.303039411861,63.78184362,283083.15039793804
2020-11-29,Top 301-500,OUTFLOW,-2197.9023230867247,63.78184362,140186.26226315217
2020-11-29,Top 501-1000,INFLOW,1742.8469534042283,63.78184362,111161.99183562191
2020-11-30,Top 1-100,INFLOW,10897.336973101206,68.61749728,747747.9901110154
2020-11-30,Top 101-200,INFLOW,4460.734689145065,68.61749728,306084.4503992131
2020-11-30,Top 201-300,INFLOW,1442.1121887626705,68.61749728,98954.12918987738
2020-11-30,Top 301-500,INFLOW,1073.4713472851329,68.61749728,73658.91725249552
2020-11-30,Top 501-1000,INFLOW,3153.439710852037,68.61749728,216381.1407820336
2020-12-01,Top 1-100,INFLOW,1392.7041859391177,75.90579489,105714.31828033908
2020-12-01,Top 101-200,INFLOW,401.9999142675306,75.90579489,30514.12303818876
2020-12-01,Top 201-300,INFLOW,2483.7535193809726,75.90579489,188531.2851994477
2020-12-01,Top 301-500,INFLOW,1652.287399612806,75.90579489,125418.18845434111
2020-12-01,Top 501-1000,INFLOW,2657.4851336805937,75.90579489,201718.5214803833
2020-12-02,Top 1-100,OUTFLOW,-10821.934615095408,74.80793597,809566.5917575839
2020-12-02,Top 101-200,INFLOW,14764.528987917416,74.80793597,1104503.939155335
2020-12-02,Top 201-300,INFLOW,3912.5287800795513,74.80793597,292688.2024609733
2020-12-02,Top 301-500,INFLOW,2509.579253119351,74.80793597,187736.44407899285
2020-12-02,Top 501-1000,INFLOW,2557.076494045479,74.80793597,191289.6146369463
2020-12-03,Top 1-100,OUTFLOW,-5741.354427900427,86.7543173,498087.2837698336
2020-12-03,Top 101-200,OUTFLOW,-4297.895832285014,86.7543173,372861.01875640167
2020-12-03,Top 201-300,INFLOW,3445.647821194997,86.7543173,298924.8243840044
2020-12-03,Top 301-500,INFLOW,825.6106349606243,86.7543173,71625.28699162847
2020-12-03,Top 501-1000,INFLOW,1751.051449851809,86.7543173,151911.27308906885
2020-12-04,Top 1-100,OUTFLOW,-26783.710176314773,91.34843598,2446650.034347965
2020-12-04,Top 101-200,OUTFLOW,-3088.491560584436,91.34843598,282128.87359681766
2020-12-04,Top 201-300,INFLOW,2271.165213107578,91.34843598,207467.39006956064
2020-12-04,Top 301-500,INFLOW,2000.8218729346568,91.34843598,182771.9487671552
2020-12-04,Top 501-1000,INFLOW,970.1340076275874,91.34843598,88620.2242877895
2020-12-05,Top 1-100,OUTFLOW,-1250.684568710829,81.62929192,102092.49575913556
2020-12-05,Top 101-200,INFLOW,238.28267594553017,81.62929192,19450.846114236443
2020-12-05,Top 201-300,OUTFLOW,-953.6325015197536,81.62929192,77844.34585095581
2020-12-05,Top 301-500,INFLOW,194.83913429307904,81.62929192,15904.580570649832
2020-12-05,Top 501-1000,INFLOW,134.33600526040618,81.62929192,10965.752988768352
2020-12-06,Top 1-100,INFLOW,23440.72585023385,91.9031669,2154276.940071186
2020-12-06,Top 101-200,OUTFLOW,-10176.103798757456,91.9031669,935216.1658089304
2020-12-06,Top 201-300,OUTFLOW,-7185.939761776836,91.9031669,660410.6212599229
2020-12-06,Top 301-500,OUTFLOW,-5331.819615151624,91.9031669,490011.1079719735
2020-12-06,Top 501-1000,OUTFLOW,-2842.114017480248,91.9031669,261199.2788973168
2020-12-07,Top 1-100,OUTFLOW,-40969.24442395265,87.89317636,3600917.025490417
2020-12-07,Top 101-200,OUTFLOW,-2915.78399000455,87.89317636,256277.5164611344
2020-12-07,Top 201-300,INFLOW,1855.1200745954425,87.89317636,163052.39588539358
2020-12-07,Top 301-500,INFLOW,2457.636359880344,87.89317636,216009.4660077115
2020-12-07,Top 501-1000,INFLOW,717.1345009112943,87.89317636,63031.22916243697
2020-12-08,Top 1-100,INFLOW,16307.39850446966,90.85392083,1481591.092668347
2020-12-08,Top 101-200,INFLOW,2823.7752912516007,90.85392083,256551.0567530832
2020-12-08,Top 201-300,INFLOW,3080.0232800883123,90.85392083,279832.19124370045
2020-12-08,Top 301-500,INFLOW,2490.7149523980847,90.85392083,226291.21909527283
2020-12-08,Top 501-1000,INFLOW,556.9241619822178,90.85392083,50598.743721046514
2020-12-09,Top 1-100,OUTFLOW,-12792.244536217671,80.02686599,1023723.2392112014
2020-12-09,Top 101-200,OUTFLOW,-4273.006393312059,80.02686599,341955.3100119974
2020-12-09,Top 201-300,INFLOW,307.41015422772125,80.02686599,24601.07121634708
2020-12-09,Top 301-500,OUTFLOW,-3001.8965482464173,80.02686599,240232.37278235963
2020-12-09,Top 501-1000,OUTFLOW,-170.74497811929086,80.02686599,13664.185482417974
2020-12-10,Top 1-100,INFLOW,6769.274548304107,84.40152392,571337.0877097363
2020-12-10,Top 101-200,INFLOW,7207.713230591448,84.40152392,608341.9806402646
2020-12-10,Top 201-300,OUTFLOW,-1102.728858661823,84.40152392,93071.99614162018
2020-12-10,Top 301-500,OUTFLOW,-1895.506340479134,84.40152392,159983.6237364613
2020-12-10,Top 501-1000,INFLOW,1447.1128171750438,84.40152392,122138.52705373806
2020-12-11,Top 1-100,OUTFLOW,-9441.09981102694,76.84185657,725471.6375419862
2020-12-11,Top 101-200,INFLOW,8109.27160267201,76.84185657,623131.4853796967
2020-12-11,Top 201-300,INFLOW,4147.559044337642,76.84185657,318706.1372005994
2020-12-11,Top 301-500,INFLOW,999.1517106600704,76.84185657,76776.67244221127
2020-12-11,Top 501-1000,INFLOW,788.3094689736104,76.84185657,60575.16314764304
2020-12-12,Top 1-100,OUTFLOW,-20862.14992023113,75.00941491,1564857.6592812408
2020-12-12,Top 101-200,INFLOW,841.2290063291093,75.00941491,63100.095570067184
2020-12-12,Top 201-300,OUTFLOW,-3913.292970153074,75.00941491,293533.8160625982
2020-12-12,Top 301-500,OUTFLOW,-1681.1165786532,75.00941491,126099.57096027756
2020-12-12,Top 501-1000,INFLOW,2171.521056033578,75.00941491,162884.52387782402
2020-12-13,Top 1-100,INFLOW,74910.65838243962,77.88268317,5834243.07285565
2020-12-13,Top 101-200,INFLOW,960.0241358026487,77.88268317,74769.25560427076
2020-12-13,Top 201-300,INFLOW,1173.7383362788455,77.88268317,91413.89096888828
2020-12-13,Top 301-500,OUTFLOW,-28.27655131739266,77.88268317,2202.253687392739
2020-12-13,Top 501-1000,INFLOW,713.1902584607055,77.88268317,55545.17093962555
2020-12-14,Top 1-100,OUTFLOW,-73874.85889980756,83.52828425,6170640.213111768
