day,bucket_id,price_low,price_high,price_mid,sth_tokens,lth_tokens,exchange_tokens
2026-01-26,0,1.6020175320687986e-05,2.0562611814274228e-05,1.8291393567481107e-05,0.0,0.0,0.0
2026-01-26,1,2.0562611814274228e-05,2.510504830786047e-05,2.283383006106735e-05,0.0,0.0,0.0
2026-01-26,2,2.510504830786047e-05,2.9647484801446708e-05,2.737626655465359e-05,0.0,0.0,0.0
2026-01-26,3,2.9647484801446708e-05,3.4189921295032946e-05,3.1918703048239825e-05,0.0,0.0,0.0
2026-01-26,4,3.4189921295032946e-05,3.873235778861919e-05,3.646113954182607e-05,0.0,0.0,0.0
2026-01-26,5,3.873235778861919e-05,4.327479428220543e-05,4.100357603541231e-05,0.0,0.0,0.0
2026-01-26,6,4.327479428220543e-05,4.781723077579167e-05,4.554601252899855e-05,0.0,0.0,0.0
2026-01-26,7,4.781723077579167e-05,5.235966726937791e-05,5.008844902258479e-05,0.0,0.0,0.0
2026-01-26,8,5.235966726937791e-05,5.6902103762964155e-05,5.4630885516171034e-05,0.0,0.0,0.0
2026-01-26,9,5.6902103762964155e-05,6.14445402565504e-05,5.9173322009757276e-05,0.0,0.0,0.0
2026-01-26,10,6.14445402565504e-05,6.598697675013664e-05,6.371575850334352e-05,0.0,0.0,0.0
2026-01-26,11,6.598697675013664e-05,7.052941324372288e-05,6.825819499692976e-05,0.0,0.0,0.0
2026-01-26,12,7.052941324372288e-05,7.507184973730912e-05,7.2800631490516e-05,0.0,0.0,0.0
2026-01-26,13,7.507184973730912e-05,7.961428623089536e-05,7.734306798410224e-05,0.0,0.0,0.0
2026-01-26,14,7.961428623089536e-05,8.41567227244816e-05,8.188550447768848e-05,0.0,0.0,0.0
2026-01-26,15,8.41567227244816e-05,8.869915921806785e-05,8.642794097127473e-05,0.0,0.0,0.0
2026-01-26,16,8.869915921806785e-05,9.324159571165409e-05,9.097037746486097e-05,0.0,0.0,0.0
2026-01-26,17,9.324159571165409e-05,9.778403220524033e-05,9.551281395844721e-05,0.0,0.0,0.0
2026-01-26,18,9.778403220524033e-05,0.00010232646869882657,0.00010005525045203345,0.0,0.0,0.0
2026-01-26,19,0.00010232646869882657,0.00010686890519241281,0.00010459768694561969,0.0,0.0,0.0
2026-01-26,20,0.00010686890519241281,0.00011141134168599906,0.00010914012343920593,0.0,0.0,0.0
2026-01-26,21,0.00011141134168599906,0.0001159537781795853,0.00011368255993279218,0.0,0.0,0.0
2026-01-26,22,0.0001159537781795853,0.00012049621467317154,0.00011822499642637842,0.0,0.0,0.0
2026-01-26,23,0.00012049621467317154,0.00012503865116675775,0.00012276743291996466,0.0,0.0,0.0
2026-01-26,24,0.00012503865116675775,0.000129581087660344,0.00012730986941355087,0.0,0.0,0.0
2026-01-26,25,0.000129581087660344,0.00013412352415393024,0.00013185230590713712,0.0,0.0,0.0
2026-01-26,26,0.00013412352415393024,0.00013866596064751648,0.00013639474240072336,0.0,0.0,0.0
2026-01-26,27,0.00013866596064751648,0.00014320839714110272,0.0001409371788943096,0.0,0.0,0.0
2026-01-26,28,0.00014320839714110272,0.00014775083363468896,0.00014547961538789584,0.0,0.0,0.0
2026-01-26,29,0.00014775083363468896,0.0001522932701282752,0.00015002205188148208,0.0,0.0,0.0
2026-01-26,30,0.0001522932701282752,0.00015683570662186145,0.00015456448837506832,0.0,0.0,0.0
2026-01-26,31,0.00015683570662186145,0.0001613781431154477,0.00015910692486865457,0.0,0.0,0.0
2026-01-26,32,0.0001613781431154477,0.00016592057960903393,0.0001636493613622408,0.0,0.0,0.0
2026-01-26,33,0.00016592057960903393,0.00017046301610262017,0.00016819179785582705,0.0,0.0,0.0
2026-01-26,34,0.00017046301610262017,0.0001750054525962064,0.0001727342343494133,0.0,0.0,0.0
2026-01-26,35,0.0001750054525962064,0.00017954788908979265,0.00017727667084299953,0.0,0.0,0.0
2026-01-26,36,0.00017954788908979265,0.0001840903255833789,0.00018181910733658577,0.0,0.0,0.0
2026-01-26,37,0.0001840903255833789,0.00018863276207696514,0.00018636154383017202,0.0,0.0,0.0
2026-01-26,38,0.00018863276207696514,0.00019317519857055138,0.00019090398032375826,0.0,0.0,0.0
2026-01-26,39,0.00019317519857055138,0.00019771763506413762,0.0001954464168173445,0.0,0.0,0.0
2026-01-26,40,0.00019771763506413762,0.00020226007155772386,0.00019998885331093074,0.0,0.0,0.0
2026-01-26,41,0.00020226007155772386,0.0002068025080513101,0.00020453128980451698,0.0,0.0,0.0
2026-01-26,42,0.0002068025080513101,0.00021134494454489635,0.00020907372629810323,0.0,0.0,0.0
2026-01-26,43,0.00021134494454489635,0.0002158873810384826,0.00021361616279168947,0.0,0.0,0.0
2026-01-26,44,0.0002158873810384826,0.00022042981753206883,0.0002181585992852757,0.0,0.0,0.0
2026-01-26,45,0.00022042981753206883,0.00022497225402565507,0.00022270103577886195,0.0,0.0,0.0
2026-01-26,46,0.00022497225402565507,0.0002295146905192413,0.0002272434722724482,0.0,0.0,0.0
2026-01-26,47,0.0002295146905192413,0.00023405712701282753,0.0002317859087660344,0.0,0.0,0.0
2026-01-26,48,0.00023405712701282753,0.00023859956350641377,0.00023632834525962065,0.0,0.0,0.0
2026-01-26,49,0.00023859956350641377,0.000243142,0.0002408707817532069,1122834475034.9387,0.0,447822766988.004
2026-01-27,0,1.6020175320687986e-05,2.0562611814274228e-05,1.8291393567481107e-05,0.0,0.0,0.0
2026-01-27,1,2.0562611814274228e-05,2.510504830786047e-05,2.283383006106735e-05,0.0,0.0,0.0
2026-01-27,2,2.510504830786047e-05,2.9647484801446708e-05,2.737626655465359e-05,0.0,0.0,0.0
2026-01-27,3,2.9647484801446708e-05,3.4189921295032946e-05,3.1918703048239825e-05,0.0,0.0,0.0
2026-01-27,4,3.4189921295032946e-05,3.873235778861919e-05,3.646113954182607e-05,0.0,0.0,0.0
2026-01-27,5,3.873235778861919e-05,4.327479428220543e-05,4.100357603541231e-05,0.0,0.0,0.0
2026-01-27,6,4.327479428220543e-05,4.781723077579167e-05,4.554601252899855e-05,0.0,0.0,0.0
2026-01-27,7,4.781723077579167e-05,5.235966726937791e-05,5.008844902258479e-05,0.0,0.0,0.0
2026-01-27,8,5.235966726937791e-05,5.6902103762964155e-05,5.4630885516171034e-05,0.0,0.0,0.0
2026-01-27,9,5.6902103762964155e-05,6.14445402565504e-05,5.9173322009757276e-05,0.0,0.0,0.0
2026-01-27,10,6.14445402565504e-05,6.598697675013664e-05,6.371575850334352e-05,0.0,0.0,0.0
2026-01-27,11,6.598697675013664e-05,7.052941324372288e-05,6.825819499692976e-05,0.0,0.0,0.0
2026-01-27,12,7.052941324372288e-05,7.507184973730912e-05,7.2800631490516e-05,0.0,0.0,0.0
2026-01-27,13,7.507184973730912e-05,7.961428623089536e-05,7.734306798410224e-05,0.0,0.0,0.0
2026-01-27,14,7.961428623089536e-05,8.41567227244816e-05,8.188550447768848e-05,0.0,0.0,0.0
2026-01-27,15,8.41567227244816e-05,8.869915921806785e-05,8.642794097127473e-05,0.0,0.0,0.0
2026-01-27,16,8.869915921806785e-05,9.324159571165409e-05,9.097037746486097e-05,0.0,0.0,0.0
2026-01-27,17,9.324159571165409e-05,9.778403220524033e-05,9.551281395844721e-05,0.0,0.0,0.0
2026-01-27,18,9.778403220524033e-05,0.00010232646869882657,0.00010005525045203345,0.0,0.0,0.0
2026-01-27,19,0.00010232646869882657,0.00010686890519241281,0.00010459768694561969,0.0,0.0,0.0
2026-01-27,20,0.00010686890519241281,0.00011141134168599906,0.00010914012343920593,0.0,0.0,0.0
2026-01-27,21,0.00011141134168599906,0.0001159537781795853,0.00011368255993279218,0.0,0.0,0.0
2026-01-27,22,0.0001159537781795853,0.00012049621467317154,0.00011822499642637842,0.0,0.0,0.0
2026-01-27,23,0.00012049621467317154,0.00012503865116675775,0.00012276743291996466,0.0,0.0,0.0
2026-01-27,24,0.00012503865116675775,0.000129581087660344,0.00012730986941355087,0.0,0.0,0.0
2026-01-27,25,0.000129581087660344,0.00013412352415393024,0.00013185230590713712,0.0,0.0,0.0
2026-01-27,26,0.00013412352415393024,0.00013866596064751648,0.00013639474240072336,0.0,0.0,0.0
2026-01-27,27,0.00013866596064751648,0.00014320839714110272,0.0001409371788943096,0.0,0.0,0.0
2026-01-27,28,0.00014320839714110272,0.00014775083363468896,0.00014547961538789584,0.0,0.0,0.0
2026-01-27,29,0.00014775083363468896,0.0001522932701282752,0.00015002205188148208,0.0,0.0,0.0
2026-01-27,30,0.0001522932701282752,0.00015683570662186145,0.00015456448837506832,0.0,0.0,0.0
2026-01-27,31,0.00015683570662186145,0.0001613781431154477,0.00015910692486865457,0.0,0.0,0.0
2026-01-27,32,0.0001613781431154477,0.00016592057960903393,0.0001636493613622408,0.0,0.0,0.0
2026-01-27,33,0.00016592057960903393,0.00017046301610262017,0.00016819179785582705,0.0,0.0,0.0
2026-01-27,34,0.00017046301610262017,0.0001750054525962064,0.0001727342343494133,0.0,0.0,0.0
2026-01-27,35,0.0001750054525962064,0.00017954788908979265,0.00017727667084299953,0.0,0.0,0.0
2026-01-27,36,0.00017954788908979265,0.0001840903255833789,0.00018181910733658577,0.0,0.0,0.0
2026-01-27,37,0.0001840903255833789,0.00018863276207696514,0.00018636154383017202,0.0,0.0,0.0
2026-01-27,38,0.00018863276207696514,0.00019317519857055138,0.00019090398032375826,0.0,0.0,0.0
2026-01-27,39,0.00019317519857055138,0.00019771763506413762,0.0001954464168173445,0.0,0.0,0.0
2026-01-27,40,0.00019771763506413762,0.00020226007155772386,0.00019998885331093074,0.0,0.0,0.0
2026-01-27,41,0.00020226007155772386,0.0002068025080513101,0.00020453128980451698,0.0,0.0,0.0
2026-01-27,42,0.0002068025080513101,0.00021134494454489635,0.00020907372629810323,0.0,0.0,0.0
2026-01-27,43,0.00021134494454489635,0.0002158873810384826,0.00021361616279168947,0.0,0.0,0.0
2026-01-27,44,0.0002158873810384826,0.00022042981753206883,0.0002181585992852757,0.0,0.0,0.0
2026-01-27,45,0.00022042981753206883,0.00022497225402565507,0.00022270103577886195,0.0,0.0,0.0
2026-01-27,46,0.00022497225402565507,0.0002295146905192413,0.0002272434722724482,0.0,0.0,0.0
2026-01-27,47,0.0002295146905192413,0.00023405712701282753,0.0002317859087660344,0.0,0.0,0.0
2026-01-27,48,0.00023405712701282753,0.00023859956350641377,0.00023632834525962065,0.0,0.0,0.0
2026-01-27,49,0.00023859956350641377,0.000243142,0.0002408707817532069,1426327582638.5417,0.0,458856029951.92
2026-01-28,0,1.6020175320687986e-05,2.0562611814274228e-05,1.8291393567481107e-05,0.0,0.0,0.0
2026-01-28,1,2.0562611814274228e-05,2.510504830786047e-05,2.283383006106735e-05,0.0,0.0,0.0
2026-01-28,2,2.510504830786047e-05,2.9647484801446708e-05,2.737626655465359e-05,0.0,0.0,0.0
2026-01-28,3,2.9647484801446708e-05,3.4189921295032946e-05,3.1918703048239825e-05,0.0,0.0,0.0
2026-01-28,4,3.4189921295032946e-05,3.873235778861919e-05,3.646113954182607e-05,0.0,0.0,0.0
2026-01-28,5,3.873235778861919e-05,4.327479428220543e-05,4.100357603541231e-05,0.0,0.0,0.0
2026-01-28,6,4.327479428220543e-05,4.781723077579167e-05,4.554601252899855e-05,0.0,0.0,0.0
2026-01-28,7,4.781723077579167e-05,5.235966726937791e-05,5.008844902258479e-05,0.0,0.0,0.0
2026-01-28,8,5.235966726937791e-05,5.6902103762964155e-05,5.4630885516171034e-05,0.0,0.0,0.0
2026-01-28,9,5.6902103762964155e-05,6.14445402565504e-05,5.9173322009757276e-05,0.0,0.0,0.0
2026-01-28,10,6.14445402565504e-05,6.598697675013664e-05,6.371575850334352e-05,0.0,0.0,0.0
2026-01-28,11,6.598697675013664e-05,7.052941324372288e-05,6.825819499692976e-05,0.0,0.0,0.0
2026-01-28,12,7.052941324372288e-05,7.507184973730912e-05,7.2800631490516e-05,0.0,0.0,0.0
2026-01-28,13,7.507184973730912e-05,7.961428623089536e-05,7.734306798410224e-05,0.0,0.0,0.0
2026-01-28,14,7.961428623089536e-05,8.41567227244816e-05,8.188550447768848e-05,0.0,0.0,0.0
2026-01-28,15,8.41567227244816e-05,8.869915921806785e-05,8.642794097127473e-05,0.0,0.0,0.0
2026-01-28,16,8.869915921806785e-05,9.324159571165409e-05,9.097037746486097e-05,0.0,0.0,0.0
2026-01-28,17,9.324159571165409e-05,9.778403220524033e-05,9.551281395844721e-05,0.0,0.0,0.0
2026-01-28,18,9.778403220524033e-05,0.00010232646869882657,0.00010005525045203345,0.0,0.0,0.0
2026-01-28,19,0.00010232646869882657,0.00010686890519241281,0.00010459768694561969,0.0,0.0,0.0
2026-01-28,20,0.00010686890519241281,0.00011141134168599906,0.00010914012343920593,0.0,0.0,0.0
2026-01-28,21,0.00011141134168599906,0.0001159537781795853,0.00011368255993279218,0.0,0.0,0.0
2026-01-28,22,0.0001159537781795853,0.00012049621467317154,0.00011822499642637842,0.0,0.0,0.0
2026-01-28,23,0.00012049621467317154,0.00012503865116675775,0.00012276743291996466,0.0,0.0,0.0
2026-01-28,24,0.00012503865116675775,0.000129581087660344,0.00012730986941355087,0.0,0.0,0.0
2026-01-28,25,0.000129581087660344,0.00013412352415393024,0.00013185230590713712,0.0,0.0,0.0
2026-01-28,26,0.00013412352415393024,0.00013866596064751648,0.00013639474240072336,0.0,0.0,0.0
2026-01-28,27,0.00013866596064751648,0.00014320839714110272,0.0001409371788943096,0.0,0.0,0.0
2026-01-28,28,0.00014320839714110272,0.00014775083363468896,0.00014547961538789584,0.0,0.0,0.0
2026-01-28,29,0.00014775083363468896,0.0001522932701282752,0.00015002205188148208,0.0,0.0,0.0
2026-01-28,30,0.0001522932701282752,0.00015683570662186145,0.00015456448837506832,0.0,0.0,0.0
2026-01-28,31,0.00015683570662186145,0.0001613781431154477,0.00015910692486865457,0.0,0.0,0.0
2026-01-28,32,0.0001613781431154477,0.00016592057960903393,0.0001636493613622408,0.0,0.0,0.0
2026-01-28,33,0.00016592057960903393,0.00017046301610262017,0.00016819179785582705,0.0,0.0,0.0
2026-01-28,34,0.00017046301610262017,0.0001750054525962064,0.0001727342343494133,0.0,0.0,0.0
2026-01-28,35,0.0001750054525962064,0.00017954788908979265,0.00017727667084299953,0.0,0.0,0.0
2026-01-28,36,0.00017954788908979265,0.0001840903255833789,0.00018181910733658577,0.0,0.0,0.0
2026-01-28,37,0.0001840903255833789,0.00018863276207696514,0.00018636154383017202,0.0,0.0,0.0
2026-01-28,38,0.00018863276207696514,0.00019317519857055138,0.00019090398032375826,0.0,0.0,0.0
2026-01-28,39,0.00019317519857055138,0.00019771763506413762,0.0001954464168173445,0.0,0.0,0.0
2026-01-28,40,0.00019771763506413762,0.00020226007155772386,0.00019998885331093074,0.0,0.0,0.0
2026-01-28,41,0.00020226007155772386,0.0002068025080513101,0.00020453128980451698,0.0,0.0,0.0
2026-01-28,42,0.0002068025080513101,0.00021134494454489635,0.00020907372629810323,0.0,0.0,0.0
2026-01-28,43,0.00021134494454489635,0.0002158873810384826,0.00021361616279168947,0.0,0.0,0.0
2026-01-28,44,0.0002158873810384826,0.00022042981753206883,0.0002181585992852757,0.0,0.0,0.0
