day,price,market_cap,buyers,total_buy_qty,total_buy_usd,avg_buy_usd,ratio_pct,bucket
2026-02-27,0.040536148,90269186.77,5762,58390981.99308529,2366945.48793704,410.7854022799445,0.00045506713528570817,Retail Orders
2026-02-28,0.040536148,90269186.77,7599,87920973.02718364,3563977.5749339242,469.0061290872384,0.0005195639241574597,Normal
2026-03-01,0.038094884,85124012.85,1174,29685782.321415022,1130876.433983556,963.2678313318194,0.0011316052886618814,Normal
2026-03-02,0.040053333,89505562.13,2151,83318502.1861875,3337183.7131245965,1551.4568633773113,0.0017333636328923767,Normal
2026-03-03,0.056430532,125821370.6,93,5270958.461526461,297442.9901338397,3198.311721869244,0.0025419463375876182,Normal
2026-03-04,0.04930874,109837972.8,2008,108681311.82899556,5358938.547834866,2668.7940975273236,0.002429755420183177,Normal
2026-03-05,0.042178104,93895803.17,5120,16514359.222036496,696544.3607604144,136.04382046101844,0.00014488807366044753,Retail Orders
2026-03-06,0.039342728,87599263.29,1290,15416330.94801057,606520.5152455621,470.1709420508233,0.0005367293335496535,Normal
2026-03-07,0.038872337,86724181.74,1927,3728956.4475768944,144953.25168853186,75.22223751350901,8.673732747231454e-05,Retail Orders
2026-03-08,0.039617232,88386044.57,239,4813086.67950644,190681.1716181163,797.8291699502773,0.0009026641862204983,Normal
2026-03-09,0.041790704,93252225.9,583,13405595.631325923,560229.2789724347,960.9421594724437,0.0010304763775857962,Normal
2026-03-10,0.044018021,98021396.77,1056,33916599.1304965,1492941.5727747765,1413.7704287639929,0.0014423079810638704,Normal
2026-03-11,0.042318365,94410856.04,283,7229087.718892114,305923.17270509386,1081.0006102653495,0.0011449960900760722,Normal
2026-03-12,0.040715554,90851157.4,522,19184795.319254193,781119.5698000414,1496.3976432950985,0.0016470870444795218,Normal
2026-03-13,0.041839308,93388197.31,254,2710601.2979683275,113409.68257089662,446.4948132712465,0.00047810625553582227,Retail Orders
2026-03-14,0.040161363,89576704.76,47,619991.2898211438,24899.69524734516,529.780749943514,0.0005914269244028775,Normal
2026-03-15,0.040301075,89964835.8,51,1359124.7128720577,54774.18698781026,1074.0036664276522,0.001193803842220376,Normal
2026-03-16,0.037756882,84776540.72,56,1632552.08698256,61640.076507054255,1100.7156519116832,0.0012983729255326983,Normal
2026-03-17,0.03769553,84373323.39,96,2224096.80407405,83838.50780087746,873.3177895924736,0.0010350638738689058,Normal
2026-03-18,0.030276094,67558098.78,161,73178669.59321778,2215564.279399203,13761.268816144118,0.0203695323945647,Small Whale Orders
2026-03-19,0.026889758,60152394.45,58,4662709.295973224,125379.12459307034,2161.7090447081096,0.003593720689714139,Normal
2026-03-20,0.025719868,57365099.24,45,1690013.630822159,43466.92750294665,965.9317222877033,0.0016838316939826205,Normal
2026-03-21,0.025999069,58000559.99,35,1162603.6873192296,30226.613486267077,863.6175281790594,0.0014889813621247062,Normal
2026-03-22,0.025022123,55850179.03,37,2164145.2280329247,54151.508085702895,1463.5542725865648,0.002620500592845754,Normal
2026-03-23,0.023840774,53299844.89,37,1779335.0936128292,42420.7258370923,1146.5061037051973,0.002151049606375688,Normal
2026-03-24,0.023185736,51719281.33,37,680249.2152663531,15772.078719372832,426.27239782088736,0.0008242040238359348,Normal
2026-03-25,0.023199349,51817820.65,36,2355244.028921099,54640.128207106674,1517.7813390862966,0.0029290721223843995,Normal
2026-03-26,0.02351669,52465951.37,41,683982.2762529985,16084.999156136128,392.317052588686,0.0007477555297186752,Normal
2026-03-27,0.025749372,57105444.09,69,508118.27040425804,13083.72636463583,189.6192226758816,0.0003320510429391559,Retail Orders
2026-03-28,0.023475331,52370907.97,35,650561.9418266568,15272.156920383512,436.34734058238604,0.0008331865104044827,Normal
2026-03-29,0.023022726,51373570.07,34,876040.2843690051,20168.83543198969,593.2010421173438,0.0011546813688615896,Normal
2026-03-30,0.023133027,51508238.69,22,423540.7827011301,9797.780361826375,445.35365281028976,0.0008646260562133188,Normal
2026-03-31,0.022734749,50762958.4,29,20970909.57707845,476768.3655365747,16440.28846677844,0.03238638760419141,Small Whale Orders
2026-04-01,0.021644445,48241537.49,32,1301430.2506716454,28168.735481998636,880.2729838124574,0.0018247200019172883,Normal
2026-04-02,0.019439915,43453437.7,25,1135063.4307891163,22065.536614148805,882.6214645659522,0.0020311890411514027,Normal
2026-04-03,0.019437352,43405105.3,35,329145.6149143789,6397.719176347234,182.79197646706382,0.0004211301302085859,Retail Orders
2026-04-04,0.018491043,41175654.14,26,696411.6072398266,12877.376975170744,495.2837298142594,0.0012028557655216873,Normal
2026-04-05,0.018554329,41385165.21,19,718081.0495499796,13323.512042015624,701.2374758955591,0.00169441748592106,Normal
2026-04-06,0.017790091,39677235.81,28,814410.7266256136,14488.44093804579,517.444319215921,0.0013041339918278974,Normal
2026-04-07,0.016171685,36042389.89,34,2280144.976337856,36873.786311668264,1084.5231268137725,0.0030090211279654197,Normal
2026-04-08,0.017844986,39819688.68,21,152284.32775884503,2717.5116968760008,129.4053188988572,0.00032497822858131194,Retail Orders
2026-04-09,0.016618592,37098369.66,21,1053404.7954394105,17506.104506251024,833.6240241071916,0.002247063770584014,Normal
2026-04-10,0.016687878,37227331.41,16,95647.98773091925,1596.1619501990774,99.76012188744234,0.000267975484970284,Retail Orders
