day,bucket,flow_type,net_qty,price,usd_value
2023-11-17,Top 301-500,OUTFLOW,-8699.230546886312,2.187766226,19031.882782665383
2023-11-17,Top 501-1000,INFLOW,7733.107712714709,2.187766226,16918.231875897352
2023-11-18,Top 1-100,INFLOW,392514.80126071005,1.988225495,780407.9350314019
2023-11-18,Top 101-200,OUTFLOW,-192130.55119522498,1.988225495,381998.860254749
2023-11-18,Top 201-300,OUTFLOW,-2500.6785809047433,1.988225495,4971.912909355231
2023-11-18,Top 301-500,OUTFLOW,-14225.883484834565,1.988225495,28284.264233447528
2023-11-18,Top 501-1000,OUTFLOW,-3033.212216357342,1.988225495,6030.709860307124
2023-11-19,Top 1-100,INFLOW,106175.82185768997,2.064990904,219252.10636085417
2023-11-19,Top 101-200,OUTFLOW,-258168.0190249739,2.064990904,533114.61099027
2023-11-19,Top 201-300,OUTFLOW,-13310.38999730051,2.064990904,27485.83427311814
2023-11-19,Top 301-500,INFLOW,12102.443004013661,2.064990904,24991.434719466648
2023-11-19,Top 501-1000,INFLOW,7486.581557257014,2.064990904,15459.722817789889
2023-11-20,Top 1-100,INFLOW,671539.9772098595,2.412038756,1619780.4512335379
2023-11-20,Top 101-200,INFLOW,574007.9498526726,2.412038756,1384529.421296751
2023-11-20,Top 201-300,INFLOW,39739.07385460329,2.412038756,95852.18626484943
2023-11-20,Top 301-500,INFLOW,2191.901252870077,2.412038756,5286.9507712475815
2023-11-20,Top 501-1000,OUTFLOW,-13651.30438592362,2.412038756,32927.475248800554
2023-11-21,Top 1-100,INFLOW,948180.6237077902,2.197888721,2083995.498318097
2023-11-21,Top 101-200,INFLOW,66606.42338572774,2.197888721,146393.50670564163
2023-11-21,Top 201-300,INFLOW,29538.086412471315,2.197888721,64921.426965894054
2023-11-21,Top 301-500,OUTFLOW,-5917.259339941862,2.197888721,13005.477562490123
2023-11-21,Top 501-1000,INFLOW,19864.30610462653,2.197888721,43659.53433785009
2023-11-22,Top 1-100,OUTFLOW,-531543.2419201201,2.26040209,1201501.454961615
2023-11-22,Top 101-200,OUTFLOW,-586166.8097451965,2.26040209,1324972.6818366745
2023-11-22,Top 201-300,OUTFLOW,-10333.804062647658,2.26040209,23358.552300859257
2023-11-22,Top 301-500,INFLOW,15395.65830742333,2.26040209,34800.37821502556
2023-11-22,Top 501-1000,INFLOW,10416.791932194212,2.26040209,23546.138254626934
2023-11-23,Top 1-100,INFLOW,155826.05884118995,2.509248342,391006.2797876503
2023-11-23,Top 101-200,OUTFLOW,-197753.43233262983,2.509248342,496212.47220546054
2023-11-23,Top 201-300,INFLOW,41842.05995458303,2.509248342,104992.11956690205
2023-11-23,Top 301-500,OUTFLOW,-7388.932485389334,2.509248342,18540.666588113123
2023-11-23,Top 501-1000,INFLOW,12185.630418197157,2.509248342,30576.77292308598
2023-11-24,Top 1-100,INFLOW,523655.51643202,2.383232438,1247992.813098432
2023-11-24,Top 101-200,INFLOW,2871.1615027003572,2.383232438,6842.645227972315
2023-11-24,Top 201-300,OUTFLOW,-1418.9351088517287,2.383232438,3381.652178832501
2023-11-24,Top 301-500,INFLOW,31638.186064401012,2.383232438,75401.15130816004
2023-11-24,Top 501-1000,INFLOW,7869.694894479779,2.383232438,18755.312149687194
2023-11-25,Top 1-100,INFLOW,1928471.6405081698,2.470679639,4764635.616592463
2023-11-25,Top 101-200,INFLOW,252518.166412819,2.470679639,623891.4922337655
2023-11-25,Top 201-300,OUTFLOW,-7257.195145626174,2.470679639,17930.204282548228
2023-11-25,Top 301-500,INFLOW,29760.777944464033,2.470679639,73529.34810818757
2023-11-25,Top 501-1000,INFLOW,18477.22497275186,2.470679639,45651.303525400355
2023-11-26,Top 1-100,INFLOW,27388.510431249997,2.737113699,74965.46709657877
2023-11-26,Top 101-200,INFLOW,197953.7755752207,2.737113699,541821.9908957082
2023-11-26,Top 201-300,INFLOW,1463.3492645811057,2.737113699,4005.35331850652
2023-11-26,Top 301-500,INFLOW,534.5573897043123,2.737113699,1463.1443542613547
2023-11-26,Top 501-1000,INFLOW,8705.281583495358,2.737113699,23827.345475837556
2023-11-27,Top 1-100,INFLOW,78571.68427680002,2.657758339,208824.54909594043
2023-11-27,Top 101-200,INFLOW,693430.6720552855,2.657758339,1842971.1511733094
2023-11-27,Top 201-300,INFLOW,22542.86243889113,2.657758339,59913.48063189278
2023-11-27,Top 301-500,INFLOW,1647.4648907443643,2.657758339,4378.563551585558
2023-11-27,Top 501-1000,OUTFLOW,-2312.805778927467,2.657758339,6146.8788454318665
2023-11-28,Top 1-100,INFLOW,568454.64267567,2.508869356,1426178.4332849183
2023-11-28,Top 101-200,OUTFLOW,-86626.33553837215,2.508869356,217334.15865479564
2023-11-28,Top 201-300,OUTFLOW,-2523.0337288340415,2.508869356,6329.96200642614
2023-11-28,Top 301-500,OUTFLOW,-10715.121585429002,2.508869356,26882.840191496958
2023-11-28,Top 501-1000,INFLOW,8724.944384443654,2.508869356,21889.745598934966
2023-11-29,Top 1-100,INFLOW,2904475.01119231,2.51501592,7304800.892390839
2023-11-29,Top 101-200,OUTFLOW,-68594.12477042555,2.51501592,172515.31581608663
2023-11-29,Top 201-300,INFLOW,43931.30386306153,2.51501592,110487.92860195725
2023-11-29,Top 301-500,INFLOW,7200.890176499072,2.51501592,18110.35343206678
2023-11-29,Top 501-1000,INFLOW,6064.372155642766,2.51501592,15251.992516246277
2023-11-30,Top 1-100,INFLOW,1055484.7772000001,2.33533773,2464913.423635804
2023-11-30,Top 101-200,INFLOW,54731.864871548605,2.33533773,127817.38906778906
2023-11-30,Top 201-300,OUTFLOW,-23108.879953466938,2.33533773,53967.039253371986
2023-11-30,Top 301-500,OUTFLOW,-18065.13277133691,2.33533773,42188.18615836255
2023-11-30,Top 501-1000,OUTFLOW,-2297.4704219664345,2.33533773,5365.369359977235
2023-12-01,Top 1-100,OUTFLOW,-54442.98926035002,2.425963653,132076.7131062785
2023-12-01,Top 101-200,INFLOW,275094.8115862477,2.425963653,667370.0140371203
2023-12-01,Top 201-300,OUTFLOW,-19819.161857128915,2.425963653,48080.56629831873
2023-12-01,Top 301-500,OUTFLOW,-5488.461035949243,2.425963653,13314.80698411959
2023-12-01,Top 501-1000,INFLOW,7834.397350729198,2.425963653,19005.96321602853
2023-12-02,Top 1-100,INFLOW,20209.016862699995,2.403299432,48568.31874740532
2023-12-02,Top 101-200,OUTFLOW,-1328.7989664324123,2.403299432,3193.5018012692035
2023-12-02,Top 201-300,OUTFLOW,-5596.371830460179,2.403299432,13449.757241405747
2023-12-02,Top 301-500,INFLOW,8326.97106339642,2.403299432,20012.20482694105
2023-12-02,Top 501-1000,INFLOW,360.3083367519648,2.403299432,865.9288210608618
2023-12-03,Top 1-100,INFLOW,62088.92896784,2.557799884,158811.0553116254
2023-12-03,Top 101-200,INFLOW,46988.11271406579,2.557799884,120186.1892494164
2023-12-03,Top 201-300,INFLOW,23490.70435896855,2.557799884,60084.52088444805
2023-12-03,Top 301-500,OUTFLOW,-1811.3709740913619,2.557799884,4633.1244674118525
2023-12-03,Top 501-1000,INFLOW,2032.2643379863675,2.557799884,5198.125487958868
2023-12-04,Top 1-100,INFLOW,422249.8293497199,2.467427609,1041870.8868330375
2023-12-04,Top 101-200,OUTFLOW,-27328.605788625602,2.467427609,67431.35643833203
2023-12-04,Top 201-300,OUTFLOW,-13036.338442054799,2.467427609,32166.221392194057
2023-12-04,Top 301-500,OUTFLOW,-1607.2057465537437,2.467427609,3965.663832390164
2023-12-04,Top 501-1000,OUTFLOW,-11217.699286032319,2.467427609,27678.86092781573
2023-12-05,Top 1-100,INFLOW,799703.9168978,2.457163644,1965003.3905656715
2023-12-05,Top 101-200,OUTFLOW,-493285.0038108149,2.457163644,1212081.9774943357
2023-12-05,Top 201-300,INFLOW,19614.765236101477,2.457163644,48196.68802374363
2023-12-05,Top 301-500,OUTFLOW,-15228.590038456963,2.457163644,37419.13779187701
2023-12-05,Top 501-1000,OUTFLOW,-2504.117505185257,2.457163644,6153.026494045195
2023-12-06,Top 1-100,INFLOW,21027.68643891001,2.455278461,51628.82559811753
2023-12-06,Top 101-200,INFLOW,348293.6008757034,2.455278461,855157.7763342452
2023-12-06,Top 201-300,OUTFLOW,-4146.211901917564,2.455278461,10180.104777520039
2023-12-06,Top 301-500,INFLOW,2564.66625570207,2.455278461,6296.96981727881
2023-12-06,Top 501-1000,INFLOW,4781.322658611909,2.455278461,11739.478538781075
2023-12-07,Top 1-100,INFLOW,69462.27309177001,2.432997552,169001.5403886319
2023-12-07,Top 101-200,OUTFLOW,-815504.4509522405,2.432997552,1984120.332811905
2023-12-07,Top 201-300,INFLOW,9423.410452455675,2.432997552,22927.134562315867
2023-12-07,Top 301-500,OUTFLOW,-3935.6600139666043,2.432997552,9575.451179485033
2023-12-07,Top 501-1000,OUTFLOW,-12378.455250224573,2.432997552,30116.75132133793
2023-12-08,Top 1-100,INFLOW,3759.4063390699994,2.501365958,9403.651038839102
2023-12-08,Top 101-200,INFLOW,350704.4973338035,2.501365958,877240.2909482779
2023-12-08,Top 201-300,OUTFLOW,-15839.084825941627,2.501365958,39619.34758948474
2023-12-08,Top 301-500,OUTFLOW,-14342.314775262585,2.501365958,35875.37793776225
2023-12-08,Top 501-1000,INFLOW,3749.4081500024986,2.501365958,9378.641909064008
2023-12-09,Top 1-100,INFLOW,156627.57495353,2.488315115,389738.7621826641
2023-12-09,Top 101-200,INFLOW,581443.2487704885,2.488315115,1446814.0244303118
2023-12-09,Top 201-300,OUTFLOW,-18000.993147006513,2.488315115,44792.14333270772
2023-12-09,Top 301-500,INFLOW,2711.0808077969414,2.488315115,6746.023352027539
2023-12-09,Top 501-1000,OUTFLOW,-3370.1583269414195,2.488315115,8386.015904871445
2023-12-10,Top 1-100,OUTFLOW,-583970.32651691,2.483574286,1450333.6867244216
2023-12-10,Top 101-200,OUTFLOW,-45189.96169740628,2.483574286,112232.62685700315
2023-12-10,Top 201-300,INFLOW,27748.511452837887,2.483574286,68915.48951904468
2023-12-10,Top 301-500,INFLOW,15205.466048849725,2.483574286,37763.9044855692
2023-12-10,Top 501-1000,INFLOW,2914.7440145077526,2.483574286,7238.983284703865
2023-12-11,Top 1-100,INFLOW,393076.65527066,2.679556965,1053271.2894094011
2023-12-11,Top 101-200,INFLOW,197164.7294601185,2.679556965,528314.1240772012
2023-12-11,Top 201-300,OUTFLOW,-13130.655288557176,2.679556965,35184.33883346747
2023-12-11,Top 301-500,INFLOW,3828.4753049700666,2.679556965,10258.617668763041
2023-12-11,Top 501-1000,INFLOW,491.96565040932546,2.679556965,1318.2499850950633
2023-12-12,Top 1-100,INFLOW,401255.80114491,2.443376969,980419.1831951169
2023-12-12,Top 101-200,INFLOW,70333.63694396961,2.443376969,171851.5886549029
2023-12-12,Top 201-300,INFLOW,3965.934671459421,2.443376969,9690.273436802532
2023-12-12,Top 301-500,INFLOW,3633.495155384113,2.443376969,8877.998379638619
2023-12-12,Top 501-1000,OUTFLOW,-2409.0735541426398,2.443376969,5886.2748388191
2023-12-13,Top 1-100,OUTFLOW,-72584.74438332999,2.41196992,175072.2201034809
2023-12-13,Top 101-200,OUTFLOW,-60109.35439284379,2.41196992,144981.9547061591
2023-12-13,Top 201-300,INFLOW,53476.30021662582,2.41196992,128983.22755539099
2023-12-13,Top 301-500,OUTFLOW,-4353.756727452304,2.41196992,10501.130265612597
2023-12-13,Top 501-1000,INFLOW,10657.798660640114,2.41196992,25706.289782880245
2023-12-14,Top 1-100,OUTFLOW,-3900428.1791504193,2.517490141,9819289.486689763
2023-12-14,Top 101-200,INFLOW,518797.1366559772,2.517490141,1306066.6767104524
2023-12-14,Top 201-300,OUTFLOW,-26362.100498427768,2.517490141,66366.3281008431
2023-12-14,Top 301-500,INFLOW,5169.462944589304,2.517490141,13014.071997268404
2023-12-14,Top 501-1000,INFLOW,937.6197412926222,2.517490141,2360.448454711147
2023-12-15,Top 1-100,INFLOW,648966.5178258601,2.620514317,1700626.051216302
2023-12-15,Top 101-200,OUTFLOW,-2230243.076742022,2.620514317,5844383.912992598
2023-12-15,Top 201-300,OUTFLOW,-8082.047053772035,2.620514317,21179.120015077286
2023-12-15,Top 301-500,OUTFLOW,-20523.057895092974,2.620514317,53780.967042711025
2023-12-15,Top 501-1000,OUTFLOW,-2642.975259214305,2.620514317,6925.954506247873
2023-12-16,Top 1-100,OUTFLOW,-9415784.245969363,2.472420589,23279778.831316493
2023-12-16,Top 101-200,OUTFLOW,-1219588.8239876314,2.472420589,3015336.518541317
2023-12-16,Top 201-300,INFLOW,28275.774782532884,2.472420589,69909.6077422613
2023-12-16,Top 301-500,INFLOW,22336.419451247122,2.472420589,55225.02333580347
2023-12-16,Top 501-1000,INFLOW,21669.49088703141,2.472420589,53576.09542224433
2023-12-17,Top 1-100,OUTFLOW,-3695511.49178767,3.809881103,14079459.398481185
2023-12-17,Top 101-200,OUTFLOW,-541037.7957369895,3.809881103,2061289.6739871302
2023-12-17,Top 201-300,INFLOW,54935.81057142983,3.809881103,209298.90657407814
2023-12-17,Top 301-500,OUTFLOW,-8491.452062946788,3.809881103,32351.422751651335
2023-12-17,Top 501-1000,INFLOW,3733.498448071463,3.809881103,14224.185185387292
2023-12-18,Top 1-100,INFLOW,299728.28205192,4.230511395,1268003.9126244215
2023-12-18,Top 101-200,OUTFLOW,-672550.8488594345,4.230511395,2845234.02981676
2023-12-18,Top 201-300,INFLOW,3617.599330185327,4.230511395,15304.295188893391
2023-12-18,Top 301-500,OUTFLOW,-6768.0784082820755,4.230511395,28632.432828490782
2023-12-18,Top 501-1000,OUTFLOW,-2627.762137937856,4.230511395,11116.777667895662
2023-12-19,Top 1-100,OUTFLOW,-20466.132523900007,3.898516077,79787.54667843676
2023-12-19,Top 101-200,INFLOW,521959.12821892207,3.898516077,2034866.052898372
2023-12-19,Top 201-300,OUTFLOW,-20522.280676528142,3.898516077,80006.4411541514
2023-12-19,Top 301-500,OUTFLOW,-6213.352354787588,3.898516077,24222.854047205223
2023-12-19,Top 501-1000,INFLOW,2340.672564009272,3.898516077,9125.149621782957
2023-12-20,Top 1-100,OUTFLOW,-46025.58558012998,3.738890173,172084.6096321185
2023-12-20,Top 101-200,INFLOW,269311.8088137615,3.738890173,1006927.2754466278
2023-12-20,Top 201-300,INFLOW,24885.019156079445,3.738890173,93042.3535775822
2023-12-20,Top 301-500,INFLOW,18381.12200762889,3.738890173,68724.99644303769
2023-12-20,Top 501-1000,INFLOW,2427.466141894318,3.738890173,9076.02930321889
2023-12-21,Top 1-100,OUTFLOW,-39052.08131373998,3.478335697,135836.24847572844
2023-12-21,Top 101-200,OUTFLOW,-350695.38373274717,3.478335697,1219836.2720107276
2023-12-21,Top 201-300,INFLOW,16013.012338703593,3.478335697,55698.63243421416
2023-12-21,Top 301-500,INFLOW,3525.2454838449958,3.478335697,12261.987207146085
2023-12-21,Top 501-1000,INFLOW,2478.368906609383,3.478335697,8620.599038194276
2023-12-22,Top 1-100,INFLOW,94105.00120919,3.533218451,332493.52660368744
2023-12-22,Top 101-200,OUTFLOW,-9591.630320563854,3.533218451,33889.32522378726
2023-12-22,Top 201-300,OUTFLOW,-16906.49198555478,3.533218451,59734.329425045784
2023-12-22,Top 301-500,INFLOW,9099.290852692837,3.533218451,32149.782331749855
2023-12-22,Top 501-1000,INFLOW,11723.948818297644,3.533218451,41423.272283388884
2023-12-23,Top 1-100,OUTFLOW,-4853.956144169999,3.692975157,17925.539453587317
2023-12-23,Top 101-200,INFLOW,217530.92740964782,3.692975157,803336.3108029997
2023-12-23,Top 201-300,OUTFLOW,-5321.603714600969,3.692975157,19652.550313420295
2023-12-23,Top 301-500,OUTFLOW,-10354.085981769476,3.692975157,38237.38230411663
2023-12-23,Top 501-1000,INFLOW,5028.404033316887,3.692975157,18569.77117439786
2023-12-24,Top 1-100,OUTFLOW,-1280.1346392199994,3.478035645,4452.353905606373
2023-12-24,Top 101-200,OUTFLOW,-47935.25648038826,3.478035645,166720.53069100762
2023-12-24,Top 201-300,INFLOW,4967.139906824343,3.478035645,17275.889649637043
2023-12-24,Top 301-500,OUTFLOW,-2507.151930097183,3.478035645,8719.963780308552
2023-12-24,Top 501-1000,OUTFLOW,-5990.535419058253,3.478035645,20835.295720119615
2023-12-25,Top 1-100,OUTFLOW,-158889.43007772,3.369952824,535449.883594163
2023-12-25,Top 101-200,OUTFLOW,-53490.05322141957,3.369952824,180258.95590943316
2023-12-25,Top 201-300,INFLOW,5205.1657000000005,3.369952824,17541.162850102937
2023-12-25,Top 301-500,INFLOW,22690.05095233833,3.369952824,76464.40128353644
2023-12-25,Top 501-1000,INFLOW,3215.3350398616876,3.369952824,10835.527397688047
2023-12-26,Top 1-100,OUTFLOW,-83076.07495328,3.744133126,311047.8842106345
2023-12-26,Top 101-200,INFLOW,93200.279228536,3.744133126,348954.2528120114
2023-12-26,Top 201-300,OUTFLOW,-12539.534129657703,3.744133126,46949.68511945898
2023-12-26,Top 301-500,INFLOW,4679.188870053747,3.744133126,17519.506051178745
2023-12-26,Top 501-1000,INFLOW,7584.458385884271,3.744133126,28397.221885357787
2023-12-27,Top 1-100,INFLOW,372193.73334855,3.67364056,1367305.995007058
2023-12-27,Top 101-200,INFLOW,308922.4095695109,3.67364056,1134869.8936874873
2023-12-27,Top 201-300,INFLOW,14998.13119073413,3.67364056,55097.74306648199
2023-12-27,Top 301-500,INFLOW,9202.447582287796,3.67364056,33806.48468956639
2023-12-27,Top 501-1000,OUTFLOW,-1172.2608810549827,3.67364056,4306.4651195449205
2023-12-28,Top 1-100,OUTFLOW,-3239.47982452,3.631362916,11763.726901892116
2023-12-28,Top 101-200,OUTFLOW,-14023.975527789997,3.631362916,50926.144666508124
2023-12-28,Top 201-300,INFLOW,9835.87547498684,3.631362916,35717.6334462611
2023-12-28,Top 301-500,INFLOW,4487.597746532556,3.631362916,16296.096038683492
2023-12-28,Top 501-1000,INFLOW,4666.548566224845,3.631362916,16945.93140910187
2023-12-29,Top 1-100,OUTFLOW,-84991.81135313999,3.526517076,299725.07405701885
2023-12-29,Top 101-200,OUTFLOW,-229754.33639133163,3.526517076,810232.5905690793
2023-12-29,Top 201-300,INFLOW,24507.87604822,3.526517076,86427.44338053923
2023-12-29,Top 301-500,INFLOW,1673.02095790766,3.526517076,5899.936976567241
2023-12-29,Top 501-1000,INFLOW,3218.190522875536,3.526517076,11349.003832741946
2023-12-30,Top 1-100,INFLOW,513193.2293809899,3.505015982,1798750.4708345616
2023-12-30,Top 101-200,OUTFLOW,-23995.17251658147,3.505015982,84103.46316146522
2023-12-30,Top 201-300,OUTFLOW,-5027.469733829665,3.505015982,17621.361766094262
2023-12-30,Top 301-500,OUTFLOW,-13292.28947075951,3.505015982,46589.687032382404
2023-12-30,Top 501-1000,INFLOW,876.7186623641574,3.505015982,3072.9129233040335
2023-12-31,Top 1-100,OUTFLOW,-32650.066575269993,3.700071968,120807.59608849026
2023-12-31,Top 101-200,OUTFLOW,-2696.2629351649957,3.700071968,9976.366904761402
2023-12-31,Top 201-300,INFLOW,180.10595237297275,3.700071968,666.4049856451795
2023-12-31,Top 301-500,INFLOW,20600.267495034695,3.700071968,76222.47229167946
2023-12-31,Top 501-1000,INFLOW,295.9933670210048,3.700071968,1095.1967600283556
2024-01-01,Top 1-100,INFLOW,297284.6145223,3.641920021,1082686.7895640316
2024-01-01,Top 101-200,OUTFLOW,-303278.5016947347,3.641920021,1104516.0472609366
2024-01-01,Top 201-300,INFLOW,11450.132413286876,3.641920021,41700.46647905052
2024-01-01,Top 301-500,OUTFLOW,-752.4722964851317,3.641920021,2740.4439218170487
2024-01-01,Top 501-1000,OUTFLOW,-2314.7576389606475,3.641920021,8430.162189093471
2024-01-02,Top 1-100,OUTFLOW,-190965.1849162,3.628784463,692971.4959978285
2024-01-02,Top 101-200,INFLOW,171197.0523399424,3.628784463,621237.2036425808
2024-01-02,Top 201-300,INFLOW,2468.990222186043,3.628784463,8959.43335756763
2024-01-02,Top 301-500,INFLOW,563.4421934340207,3.628784463,2044.6102773320151
2024-01-02,Top 501-1000,INFLOW,11466.834078528107,3.628784463,41610.669343961716
2024-01-03,Top 1-100,OUTFLOW,-26587.471266099998,3.582384076,95246.53368478418
2024-01-03,Top 101-200,INFLOW,113670.91680208978,3.582384076,407212.88225612725
2024-01-03,Top 201-300,OUTFLOW,-18292.666039919273,3.582384076,65531.35552899278
2024-01-03,Top 301-500,OUTFLOW,-5270.847969951683,3.582384076,18882.201834571835
2024-01-03,Top 501-1000,INFLOW,13752.605837788535,3.582384076,49267.116156798285
2024-01-04,Top 1-100,INFLOW,269295.51957994,3.074352843,827909.4462277506
2024-01-04,Top 101-200,INFLOW,348317.1449606081,3.074352843,1070849.8048752886
2024-01-04,Top 201-300,OUTFLOW,-4384.020560503468,3.074352843,13478.02607395429
2024-01-04,Top 301-500,INFLOW,9759.502258392473,3.074352843,30004.153514353817
2024-01-04,Top 501-1000,OUTFLOW,-3308.231003678935,3.074352843,10170.669391461077
2024-01-05,Top 1-100,INFLOW,202712.7893299,3.204315384,649555.7093833496
2024-01-05,Top 101-200,OUTFLOW,-240235.0857786219,3.204315384,769788.9811369978
2024-01-05,Top 201-300,OUTFLOW,-12910.221178775962,3.204315384,41368.42033399443
2024-01-05,Top 301-500,OUTFLOW,-9232.444175437271,3.204315384,29583.662903274842
2024-01-05,Top 501-1000,OUTFLOW,-5470.35422030699,3.204315384,17528.740184059014
2024-01-06,Top 1-100,INFLOW,277437.97251791,2.967316125,823246.1695397012
2024-01-06,Top 101-200,OUTFLOW,-116431.6125460036,2.967316125,345489.4013675088
2024-01-06,Top 201-300,INFLOW,16899.524793739896,2.967316125,50146.23242530169
2024-01-06,Top 301-500,INFLOW,10019.82811050933,2.967316125,29731.997522042617
2024-01-06,Top 501-1000,INFLOW,10689.597244944376,2.967316125,31719.41427467902
2024-01-07,Top 1-100,INFLOW,224681.32935825002,2.782490255,625173.609419776
2024-01-07,Top 101-200,OUTFLOW,-81319.98442594192,2.782490255,226272.06420193517
2024-01-07,Top 201-300,INFLOW,6383.34,2.782490255,17761.5813443517
2024-01-07,Top 301-500,INFLOW,2489.869896245241,2.782490255,6928.038722520244
2024-01-07,Top 501-1000,OUTFLOW,-5303.181671661857,2.782490255,14756.051321893727
2024-01-08,Top 1-100,OUTFLOW,-37261.77509851,2.62534735,97825.10251116923
2024-01-08,Top 101-200,OUTFLOW,-69104.46858614852,2.62534735,181423.23347580328
2024-01-08,Top 201-300,OUTFLOW,-29281.189064284285,2.62534735,76873.29211476773
2024-01-08,Top 301-500,INFLOW,7128.64332458189,2.62534735,18715.164861286255
2024-01-08,Top 501-1000,INFLOW,11210.12530474057,2.62534735,29430.4727619686
2024-01-09,Top 1-100,OUTFLOW,-1352103.56534877,2.808084865,3796821.55776842
2024-01-09,Top 101-200,INFLOW,876428.226900051,2.808084865,2461084.839216819
2024-01-09,Top 201-300,OUTFLOW,-1804.2864061277287,2.808084865,5066.589349172518
2024-01-09,Top 301-500,INFLOW,5155.352493934466,2.808084865,14476.667311957379
2024-01-09,Top 501-1000,INFLOW,7654.843416372445,2.808084865,21495.449941460356
2024-01-10,Top 1-100,INFLOW,363997.55306088005,2.488829796,905927.9557290094
2024-01-10,Top 101-200,OUTFLOW,-19411.34858800855,2.488829796,48311.54274637821
2024-01-10,Top 201-300,INFLOW,14856.122474867629,2.488829796,36974.360268475815
2024-01-10,Top 301-500,INFLOW,6935.411414504311,2.488829796,17261.058575936837
2024-01-10,Top 501-1000,INFLOW,8680.763095137052,2.488829796,21604.94184319428
2024-01-11,Top 1-100,INFLOW,199576.09589904005,2.761753724,551180.026070555
2024-01-11,Top 101-200,OUTFLOW,-17268.02594701515,2.761753724,47690.03496529772
2024-01-11,Top 201-300,INFLOW,16036.593568094002,2.761753724,44289.12200695806
2024-01-11,Top 301-500,INFLOW,1106.8262273334421,2.761753724,3056.7814551590045
2024-01-11,Top 501-1000,INFLOW,4439.169923711921,2.761753724,12259.894068280195
2024-01-12,Top 1-100,INFLOW,364187.04718387,2.780755027,1012714.9622248327
2024-01-12,Top 101-200,INFLOW,283930.0735698071,2.780755027,789539.979395721
2024-01-12,Top 201-300,INFLOW,15923.994225854316,2.780755027,44280.726993463366
2024-01-12,Top 301-500,INFLOW,29152.614812568194,2.780755027,81066.28019024368
2024-01-12,Top 501-1000,OUTFLOW,-7286.016985205408,2.780755027,20260.62835841732
2024-01-13,Top 1-100,INFLOW,157140.60811916,2.844930921,447054.17498294194
2024-01-13,Top 101-200,OUTFLOW,-62234.37124700098,2.844930921,177052.48710958642
2024-01-13,Top 201-300,INFLOW,16192.390592710242,2.844930921,46066.23268211089
2024-01-13,Top 301-500,OUTFLOW,-3599.5833046858406,2.844930921,10240.565846216112
2024-01-13,Top 501-1000,INFLOW,1747.4674097100003,2.844930921,4971.4240673237555
2024-01-14,Top 1-100,OUTFLOW,-53753.49723937,2.868831466,154209.7242878488
2024-01-14,Top 101-200,INFLOW,15882.544199989046,2.868831466,45564.342561064375
2024-01-14,Top 201-300,OUTFLOW,-7586.46351302643,2.868831466,21764.285241831123
2024-01-14,Top 301-500,OUTFLOW,-116.64678107099462,2.868831466,334.63995594408254
2024-01-14,Top 501-1000,OUTFLOW,-443.85769594832254,2.868831466,1273.3529245628085
2024-01-15,Top 1-100,INFLOW,187903.97003553002,2.665544213,500866.3399279324
2024-01-15,Top 101-200,INFLOW,226796.63102317287,2.665544213,604536.4473517147
2024-01-15,Top 201-300,OUTFLOW,-18403.639263770718,2.665544213,49055.714137683615
2024-01-15,Top 301-500,OUTFLOW,-7197.719153467275,2.665544213,19185.83863632395
2024-01-15,Top 501-1000,OUTFLOW,-1297.5174414547428,2.665544213,3458.590107336256
2024-01-16,Top 1-100,INFLOW,110264.07170413001,2.765829764,304971.651419113
2024-01-16,Top 101-200,OUTFLOW,-666530.0611020862,2.765829764,1843508.6815968885
2024-01-16,Top 201-300,OUTFLOW,-9357.693940300484,2.765829764,25881.788422485515
2024-01-16,Top 301-500,OUTFLOW,-22501.097034208673,2.765829764,62234.20389986647
2024-01-16,Top 501-1000,OUTFLOW,-5412.110772344098,2.765829764,14968.977060214334
2024-01-17,Top 1-100,INFLOW,233588.93960199,2.747089172,641689.6466795887
2024-01-17,Top 101-200,INFLOW,137449.35556991055,2.747089172,377585.6363844791
2024-01-17,Top 201-300,OUTFLOW,-14974.81239175144,2.747089172,41137.144974111805
2024-01-17,Top 301-500,INFLOW,6078.669682260574,2.747089172,16698.6476643027
2024-01-17,Top 501-1000,INFLOW,1798.790240492479,2.747089172,4941.437192356165
2024-01-18,Top 1-100,INFLOW,338520.18581460003,2.709624945,917262.7398692754
2024-01-18,Top 101-200,OUTFLOW,-48373.48760496253,2.709624945,131074.00869105477
2024-01-18,Top 201-300,INFLOW,325.71984592790614,2.709624945,882.5786196078111
2024-01-18,Top 301-500,OUTFLOW,-6905.359862730697,2.709624945,18710.935338256873
2024-01-18,Top 501-1000,OUTFLOW,-1834.86643204655,2.709624945,4971.799855016479
2024-01-19,Top 1-100,INFLOW,37218.268873270004,2.564207735,95435.37292814869
2024-01-19,Top 101-200,OUTFLOW,-65110.43787418549,2.564207735,166956.68842622338
2024-01-19,Top 201-300,OUTFLOW,-9170.445178723912,2.564207735,23514.926460677314
2024-01-19,Top 301-500,INFLOW,14290.272809988626,2.564207735,36643.22807463302
2024-01-19,Top 501-1000,OUTFLOW,-4992.516753121458,2.564207735,12801.85007547113
2024-01-20,Top 1-100,INFLOW,16485.0,2.509304698,41365.88794653
2024-01-20,Top 101-200,OUTFLOW,-62047.13962982412,2.509304698,155695.17897057964
2024-01-20,Top 201-300,INFLOW,8565.92180614217,2.509304698,21494.507830853192
